DATA;CODIGO ORGAO;ORGAO;CODIGO DESPESA;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO;TIPO
21/11/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;10325.00;10325.00;0;10325.00;1
21/11/2022;02010; Secretaria de Governo e Articulação Política;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;600;600;600;0;1
21/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;6550.00;6550.00;0;6550.00;1
21/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;19550.00;19550.00;19550.00;0;1
21/11/2022;02010; Secretaria de Governo e Articulação Política;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;15325.00;15325.00;10000.00;5325.00;1
21/11/2022;02080; Secretaria Municipal de Políticas Públicas;339036 ; Outros Serviços de Terceiros - Pessoa Física;22/11/2022;1050.00;1050.00;1050.00;0;1
21/11/2022;02080; Secretaria Municipal de Políticas Públicas;339036 ; Outros Serviços de Terceiros - Pessoa Física;22/11/2022;1575.00;1575.00;1575.00;0;1
21/11/2022;02080; Secretaria Municipal de Políticas Públicas;339036 ; Outros Serviços de Terceiros - Pessoa Física;22/11/2022;1575.00;1575.00;0;1575.00;1
21/11/2022;02080; Secretaria Municipal de Políticas Públicas;339036 ; Outros Serviços de Terceiros - Pessoa Física;22/11/2022;2163.00;2163.00;2163.00;0;1
21/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;2130.00;2130.00;2130.00;0;1
21/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;21/11/2022;1816.50;1816.50;1816.50;0;1
21/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;21/11/2022;3141.30;3141.30;3141.30;0;1
21/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;102434.40;102434.40;102434.40;0;1
18/11/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;955.37;955.37;955.37;0;1
18/11/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;882.48;882.48;882.48;0;1
18/11/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;1462.87;1462.87;1462.87;0;1
18/11/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;885.77;885.77;885.77;0;1
18/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;207.34;207.34;207.34;0;1
18/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;207.34;207.34;207.34;0;1
18/11/2022;02080; Secretaria Municipal de Políticas Públicas;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;3840.00;3840.00;3840.00;0;1
18/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;90270.00;0;0;90270.00;1
18/11/2022;02090; Secretaria Municipal de Educação;449052 ; Equipamentos e Material Permanente;18/11/2022;48950.00;48950.00;40000.00;8950.00;1
18/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;18/11/2022;6433.00;6433.00;6433.00;0;1
18/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;18/11/2022;3777.00;3777.00;3777.00;0;1
18/11/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;10918.24;10918.24;0;10918.24;1
18/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;18/11/2022;4882.50;4882.50;0;4882.50;1
18/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;18/11/2022;450.7;450.7;450.7;0;1
18/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;1560.00;1560.00;1560.00;0;1
18/11/2022;02080; Secretaria Municipal de Políticas Públicas;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;50833.74;0;0;0;1
18/11/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;148;0;0;148;1
17/11/2022;02050; Secretaria Municipal de Planejamento;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;88.78;88.78;88.78;0;1
17/11/2022;02020; Procuradoria Geral do Município;339093 ; Indenizações e Restituições;18/11/2022;4970.56;0;4970.56;0;1
17/11/2022;02020; Procuradoria Geral do Município;339093 ; Indenizações e Restituições;18/11/2022;4970.56;0;4970.56;0;1
16/11/2022;02050; Secretaria Municipal de Planejamento;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;88.78;88.78;88.78;0;1
16/11/2022;02090; Secretaria Municipal de Educação;339014 ; Diárias - Civil;17/11/2022;230;230;230;0;1
16/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;215.63;215.63;215.63;0;1
16/11/2022;02050; Secretaria Municipal de Planejamento;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;88.78;88.78;88.78;0;1
16/11/2022;02040; Secretaria Municipal da Fazenda Pública;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;4000.00;4000.00;4000.00;0;1
16/11/2022;02020; Procuradoria Geral do Município;339091 ; Sentenças Judiciais;17/11/2022;4567.13;4567.13;4567.13;0;1
16/11/2022;02020; Procuradoria Geral do Município;339091 ; Sentenças Judiciais;17/11/2022;456.71;456.71;456.71;0;1
14/11/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;245.99;245.99;245.99;0;1
14/11/2022;02140; Fundo Municipal de Assistência Social;339036 ; Outros Serviços de Terceiros - Pessoa Física;17/11/2022;367;367;367;0;1
14/11/2022;02160; Secretaria Municipal de Desenvolvimento Humano;335043 ; Subvenções Sociais;23/11/2022;2000.00;2000.00;2000.00;0;1
14/11/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339036 ; Outros Serviços de Terceiros - Pessoa Física;23/11/2022;4000.00;4000.00;4000.00;0;1
14/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/11/2022;40;40;40;0;1
14/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339030 ; Material de Consumo;17/11/2022;65595.00;65595.00;0;65595.00;1
14/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339030 ; Material de Consumo;17/11/2022;80790.00;80790.00;10000.00;70790.00;1
14/11/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;249;0;0;249;1
14/11/2022;02030; Secretaria Municipal de Administração;339030 ; Material de Consumo;17/11/2022;616;0;0;616;1
14/11/2022;02010; Secretaria de Governo e Articulação Política;339030 ; Material de Consumo;17/11/2022;1097.80;0;0;1097.80;1
14/11/2022;02010; Secretaria de Governo e Articulação Política;339030 ; Material de Consumo;17/11/2022;206;0;0;206;1
14/11/2022;02010; Secretaria de Governo e Articulação Política;339030 ; Material de Consumo;17/11/2022;688.1;0;0;688.1;1
11/11/2022;02190; Secretaria Municipal de Meio Ambiente;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;9499.98;9499.98;9499.98;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;550;0;0;550;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;550;0;0;550;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;550;0;0;550;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;11970.00;11970.00;11970.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;14/11/2022;3002.00;3002.00;3002.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;449052 ; Equipamentos e Material Permanente;14/11/2022;9000.00;9000.00;9000.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;428.4;428.4;428.4;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;2176.00;2176.00;2176.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;512;512;512;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;8064.00;8064.00;8064.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;372.53;372.53;372.53;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;340.6;340.6;340.6;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;446.5;446.5;446.5;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;3021.60;3021.60;3021.60;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;278.8;278.8;278.8;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;250.3;250.3;250.3;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;170;170;170;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;1888.50;1888.50;1888.50;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;300.6;300.6;300.6;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;147.36;147.36;147.36;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;295.57;295.57;295.57;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;338;338;338;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;167.58;167.58;167.58;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;3777.00;3777.00;3777.00;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;186;186;186;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;2226.20;2226.20;2226.20;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;2814.32;2814.32;2814.32;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;5395.96;5395.96;5395.96;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;1329.60;1329.60;1329.60;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;2504.08;2504.08;2504.08;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;14/11/2022;3468.04;3468.04;3468.04;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;7995.00;7995.00;7995.00;0;1
11/11/2022;02050; Secretaria Municipal de Planejamento;339014 ; Diárias - Civil;11/11/2022;2060.00;2060.00;2060.00;0;1
11/11/2022;02040; Secretaria Municipal da Fazenda Pública;339014 ; Diárias - Civil;11/11/2022;2060.00;2060.00;2060.00;0;1
11/11/2022;02030; Secretaria Municipal de Administração;339014 ; Diárias - Civil;11/11/2022;520;520;520;0;1
11/11/2022;02030; Secretaria Municipal de Administração;339014 ; Diárias - Civil;11/11/2022;460;460;460;0;1
11/11/2022;02030; Secretaria Municipal de Administração;339014 ; Diárias - Civil;11/11/2022;300;300;300;0;1
11/11/2022;02080; Secretaria Municipal de Políticas Públicas;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;2532.66;2532.66;2532.66;0;1
11/11/2022;02180; Secretaria Municipal de Políticas Públicas para as Mulheres;339030 ; Material de Consumo;11/11/2022;3737.40;0;0;3737.40;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;20882.00;20882.00;20882.00;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;32772.00;32772.00;32772.00;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
11/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;800;800;800;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;2000.00;2000.00;2000.00;0;1
11/11/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;11/11/2022;2000.00;2000.00;2000.00;0;1
10/11/2022;02070; Secretaria Municipal de Infra-Estrutura;339030 ; Material de Consumo;11/11/2022;110960.00;110960.00;106500.00;4460.00;1
10/11/2022;02030; Secretaria Municipal de Administração;339014 ; Diárias - Civil;11/11/2022;520;520;520;0;1
10/11/2022;02060; Secretaria Municipal de Controle Social;339014 ; Diárias - Civil;11/11/2022;460;460;460;0;1
10/11/2022;02060; Secretaria Municipal de Controle Social;339014 ; Diárias - Civil;11/11/2022;460;460;460;0;1
10/11/2022;02060; Secretaria Municipal de Controle Social;339014 ; Diárias - Civil;11/11/2022;460;460;460;0;1
10/11/2022;02060; Secretaria Municipal de Controle Social;339014 ; Diárias - Civil;11/11/2022;640;640;640;0;1
10/11/2022;02020; Procuradoria Geral do Município;339091 ; Sentenças Judiciais;11/11/2022;1633.17;1633.17;1633.17;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;676.67;676.67;676.67;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;3842.50;3842.50;3842.50;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;1836.67;1836.67;1836.67;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;2030.00;2030.00;2030.00;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;3576.67;3576.67;3576.67;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;1498.33;1498.33;1498.33;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;18608.00;18608.00;18608.00;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;2870.00;2870.00;2870.00;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;9548.00;9548.00;9548.00;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;5137.00;5137.00;5137.00;0;1
10/11/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;11/11/2022;38480.00;38480.00;38480.00;0;1
10/11/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;37726.24;37726.24;35000.00;2726.24;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;40000.00;40000.00;40000.00;0;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;0;0;550;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
10/11/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;11/11/2022;550;550;550;0;1
