NUMERO;DATA;ORGAO;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO
40448;12/12/2022;02140 - Fundo Municipal de Assistência Social;339036 - Outros Serviços de Terceiros - Pessoa Física;13/12/2022;1.822,00;1.822,00;1.822,00;0
7217;12/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339036 - Outros Serviços de Terceiros - Pessoa Física;13/12/2022;1.853,00;1.853,00;0;1.853,00
7214;12/12/2022;02140 - Fundo Municipal de Assistência Social;339030 - Material de Consumo;13/12/2022;1.666,30;0;0;1.666,30
7208;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;340;0;0;340
7206;12/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339032 - Material, Bem ou Serviço para Distribuição Gratuita;13/12/2022;6.080,10;0;0;6.080,10
7205;12/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;13/12/2022;32.312,00;32.312,00;13.000,00;19.312,00
7204;12/12/2022;02020 - Procuradoria Geral do Município;339091 - Sentenças Judiciais;13/12/2022;227,73;227,73;227,73;0
7203;12/12/2022;02110 - Secretaria Municipal de Juventude e Esporte;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;69,35;0;0;69,35
7202;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7201;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7200;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7199;12/12/2022;02020 - Procuradoria Geral do Município;339091 - Sentenças Judiciais;13/12/2022;4.554,55;4.554,55;4.554,55;0
7198;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7197;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7196;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7195;12/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;1.138,80;0;0;1.138,80
7194;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7193;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7192;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;295,09;0;295,09;0
7191;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7190;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;295,09;0;295,09;0
7189;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7188;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;295,09;0;295,09;0
7187;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7186;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;295,09;0;295,09;0
7185;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;211,97;0;211,97;0
7184;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;295,09;0;295,09;0
7183;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;109,42;0;0;109,42
7182;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;55,23;0;0;55,23
7181;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;211,97;0;0;211,97
7180;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;295,09;0;295,09;0
7179;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;109,42;0;0;109,42
7178;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;55,23;0;0;55,23
7177;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;211,97;0;211,97;0
7176;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;295,09;0;295,09;0
7175;12/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;357,9;0;0;357,9
7174;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;3.275,00;0;0;3.275,00
7173;12/12/2022;02050 - Secretaria Municipal de Planejamento;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;3.275,00;0;0;3.275,00
7172;12/12/2022;02190 - Secretaria Municipal de Meio Ambiente;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;6.550,00;0;0;6.550,00
7171;12/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;10.325,00;0;0;10.325,00
7170;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;6.550,00;0;0;6.550,00
7169;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;19.550,00;0;0;19.550,00
7168;12/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;194,82;194,82;0;194,82
7167;12/12/2022;02010 - Secretaria de Governo e Articulação Política;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;15.325,00;0;0;15.325,00
7166;12/12/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;3.275,00;3.275,00;0;3.275,00
7165;12/12/2022;02050 - Secretaria Municipal de Planejamento;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;3.275,00;3.275,00;0;3.275,00
7164;12/12/2022;02190 - Secretaria Municipal de Meio Ambiente;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;6.550,00;6.550,00;0;6.550,00
7163;12/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;10.325,00;10.325,00;0;10.325,00
7162;12/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;6.550,00;6.550,00;0;6.550,00
7161;12/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;19.550,00;19.550,00;19.550,00;0
7158;12/12/2022;02010 - Secretaria de Governo e Articulação Política;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;15.325,00;15.325,00;15.325,00;0
40447;09/12/2022;02140 - Fundo Municipal de Assistência Social;339036 - Outros Serviços de Terceiros - Pessoa Física;12/12/2022;1.265,00;1.265,00;1.265,00;0
40445;09/12/2022;02140 - Fundo Municipal de Assistência Social;339036 - Outros Serviços de Terceiros - Pessoa Física;12/12/2022;3.160,00;3.160,00;3.160,00;0
7152;09/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339036 - Outros Serviços de Terceiros - Pessoa Física;12/12/2022;318;318;318;0
7151;09/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;309,53;309,53;309,53;0
7150;09/12/2022;02020 - Procuradoria Geral do Município;339093 - Indenizações e Restituições;12/12/2022;8.109,75;0;8.109,75;0
7149;09/12/2022;02020 - Procuradoria Geral do Município;339093 - Indenizações e Restituições;12/12/2022;8.109,75;0;8.109,75;0
7148;09/12/2022;02020 - Procuradoria Geral do Município;339093 - Indenizações e Restituições;12/12/2022;8.134,10;8.134,10;8.134,10;0
7145;09/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339030 - Material de Consumo;12/12/2022;20.214,00;20.214,00;20.214,00;0
7144;09/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;8.580,00;8.580,00;0;8.580,00
7143;09/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;23.757,50;23.757,50;0;23.757,50
7142;09/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;4.200,00;4.200,00;0;4.200,00
7141;08/12/2022;02190 - Secretaria Municipal de Meio Ambiente;339030 - Material de Consumo;12/12/2022;450;450;450;0
7139;08/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;12/12/2022;150;150;150;0
7138;08/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;12/12/2022;150;150;150;0
7136;08/12/2022;02190 - Secretaria Municipal de Meio Ambiente;339030 - Material de Consumo;12/12/2022;1.658,91;1.658,91;1.658,91;0
7135;08/12/2022;02120 - Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;339030 - Material de Consumo;12/12/2022;56.950,05;56.950,05;56.950,05;0
7134;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;22.689,10;22.689,10;22.689,10;0
7133;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;131,25;131,25;131,25;0
7132;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;150;150;150;0
7131;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;78.894,02;78.894,02;50.000,00;28.894,02
7130;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;375;375;375;0
7129;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;104.369,58;104.369,58;38.000,00;66.369,58
7128;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;11.938,50;11.938,50;11.938,50;0
7127;08/12/2022;02090 - Secretaria Municipal de Educação;449052 - Equipamentos e Material Permanente;12/12/2022;51.650,00;51.650,00;51.650,00;0
7126;08/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339030 - Material de Consumo;12/12/2022;49.226,28;49.226,28;49.226,28;0
7125;08/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;12/12/2022;115.724,14;115.724,14;115.724,14;0
7137;07/12/2022;02170 - Secretaria Municipal de Cultura e Turismo;335041 - Contribuições;12/12/2022;3.000,00;3.000,00;3.000,00;0
7123;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;1.877,40;1.877,40;1.877,40;0
7122;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;511,14;511,14;511,14;0
7121;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;3.066,28;3.066,28;3.066,28;0
7120;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;9.202,20;9.202,20;9.202,20;0
7119;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;16.563,34;16.563,34;16.563,34;0
7118;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;1.704,36;1.704,36;1.704,36;0
7117;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;23.823,80;23.823,80;23.823,80;0
7116;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;195,65;195,65;195,65;0
7115;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;3.005,10;3.005,10;3.005,10;0
7114;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;1.193,85;1.193,85;1.193,85;0
7113;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;2.046,60;2.046,60;2.046,60;0
7112;07/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;07/12/2022;335,4;335,4;335,4;0
7111;07/12/2022;02170 - Secretaria Municipal de Cultura e Turismo;335041 - Contribuições;07/12/2022;3.000,00;3.000,00;3.000,00;0
7110;07/12/2022;02060 - Secretaria Municipal de Controle Social;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/12/2022;83;0;0;83
7109;07/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339030 - Material de Consumo;07/12/2022;140,42;0;0;140,42
7107;07/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339030 - Material de Consumo;07/12/2022;20,5;0;0;20,5
7106;07/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339030 - Material de Consumo;07/12/2022;260,25;0;0;260,25
7100;07/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;449051 - Obras e Instalações;07/12/2022;131.329,98;131.329,98;131.329,98;0
7099;07/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/12/2022;2.504,70;2.504,70;2.504,70;0
7105;06/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;07/12/2022;520;520;520;0
7104;06/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;07/12/2022;460;460;460;0
7103;06/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;07/12/2022;300;300;300;0
7102;06/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;07/12/2022;300;300;300;0
7098;06/12/2022;02170 - Secretaria Municipal de Cultura e Turismo;335041 - Contribuições;07/12/2022;420,89;420,89;420,89;0
7097;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7096;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;600;600;600;0
7095;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7094;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7093;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7092;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7091;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;600;600;600;0
7090;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;600;600;600;0
7089;06/12/2022;02090 - Secretaria Municipal de Educação;339036 - Outros Serviços de Terceiros - Pessoa Física;06/12/2022;1.000,00;1.000,00;1.000,00;0
7088;06/12/2022;02090 - Secretaria Municipal de Educação;449052 - Equipamentos e Material Permanente;06/12/2022;97.200,00;0;0;0
7087;06/12/2022;02090 - Secretaria Municipal de Educação;449052 - Equipamentos e Material Permanente;06/12/2022;24.840,00;0;0;0
7101;05/12/2022;02030 - Secretaria Municipal de Administração;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/12/2022;1.360,00;1.360,00;1.360,00;0
7086;05/12/2022;02020 - Procuradoria Geral do Município;339091 - Sentenças Judiciais;06/12/2022;1.558,20;1.558,20;1.558,20;0
7085;05/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339048 - Outros Auxílios Financeiros a Pessoas Físicas;06/12/2022;300;300;300;0
7084;05/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339048 - Outros Auxílios Financeiros a Pessoas Físicas;06/12/2022;292,56;292,56;292,56;0
7083;05/12/2022;02020 - Procuradoria Geral do Município;319091 - Sentenças Judiciais;06/12/2022;7.087,22;7.087,22;7.087,22;0
7082;05/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339048 - Outros Auxílios Financeiros a Pessoas Físicas;06/12/2022;300;300;300;0
7081;05/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339030 - Material de Consumo;06/12/2022;83.220,00;83.220,00;82.000,00;1.220,00
7080;05/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339030 - Material de Consumo;06/12/2022;176.400,00;176.400,00;0;176.400,00
7079;05/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;06/12/2022;460;460;460;0
7078;05/12/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339014 - Diárias - Civil;06/12/2022;300;300;300;0
7077;05/12/2022;02080 - Secretaria Municipal de Políticas Públicas;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;06/12/2022;313,48;0;0;313,48
7076;05/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;896;896;896;0
7075;05/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;3.840,00;3.840,00;3.840,00;0
7074;05/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;384;384;0;384
7073;05/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;346,8;346,8;269,8;77
7072;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;2.295,83;0;0;0
7071;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;3.528,33;0;0;0
7070;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;4.180,83;0;0;0
7069;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;2.271,67;0;0;0
7068;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;3.069,17;0;0;0
7067;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;1.981,67;0;0;0
7066;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;3.020,83;0;0;0
7065;05/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;2.368,33;0;0;0
7064;05/12/2022;02030 - Secretaria Municipal de Administração;449052 - Equipamentos e Material Permanente;05/12/2022;288;288;0;288
7055;02/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;1.025,70;0;0;1.025,70
7054;02/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;1.025,70;0;0;1.025,70
7053;02/12/2022;02070 - Secretaria Municipal de Infra-Estrutura;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;75.000,00;3.215,01;3.215,01;71.784,99
7052;02/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;926;926;810,16;115,84
7051;02/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;1.200,00;1.200,00;1.200,00;0
7050;02/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;640;640;640;0
7049;02/12/2022;02090 - Secretaria Municipal de Educação;339030 - Material de Consumo;05/12/2022;79.999,51;79.999,51;79.999,51;0
7048;02/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;8.600,00;8.600,00;8.600,00;0
7047;02/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;4.000,00;4.000,00;4.000,00;0
7046;02/12/2022;02090 - Secretaria Municipal de Educação;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;1.100,00;1.100,00;0;1.100,00
7063;01/12/2022;02040 - Secretaria Municipal da Fazenda Pública;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;18.000,00;8.401,46;8.401,46;9.598,54
6997;01/12/2022;02090 - Secretaria Municipal de Educação;449051 - Obras e Instalações;05/12/2022;156.780,90;156.780,90;156.780,90;0
7061;30/11/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339036 - Outros Serviços de Terceiros - Pessoa Física;05/12/2022;3.300,00;3.300,00;3.300,00;0
7060;30/11/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339036 - Outros Serviços de Terceiros - Pessoa Física;05/12/2022;2.200,00;2.200,00;2.200,00;0
7058;30/11/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339048 - Outros Auxílios Financeiros a Pessoas Físicas;05/12/2022;300;300;300;0
7057;30/11/2022;02160 - Secretaria Municipal de Desenvolvimento Humano;339048 - Outros Auxílios Financeiros a Pessoas Físicas;05/12/2022;300;300;300;0
7045;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;209.896,13;209.896,13;209.896,13;0
7044;30/11/2022;02090 - Secretaria Municipal de Educação;319004 - Contratação por Tempo Determinado;05/12/2022;48.676,40;48.676,40;48.676,40;0
7043;30/11/2022;02090 - Secretaria Municipal de Educação;319004 - Contratação por Tempo Determinado;05/12/2022;109.595,36;109.595,36;109.595,36;0
7042;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;63.284,08;63.284,08;63.284,08;0
7041;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;955.228,92;955.228,92;955.228,92;0
7040;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;47.974,55;47.974,55;47.974,55;0
7039;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;1.090.669,51;1.090.669,51;1.090.669,51;0
7038;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;50.575,62;50.575,62;50.575,62;0
7037;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;718.332,66;718.332,66;718.332,66;0
7036;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;18.657,26;18.657,26;18.657,26;0
7035;30/11/2022;02090 - Secretaria Municipal de Educação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;98.915,80;98.915,80;98.915,80;0
7034;30/11/2022;02040 - Secretaria Municipal da Fazenda Pública;319004 - Contratação por Tempo Determinado;05/12/2022;929,2;929,2;929,2;0
7033;30/11/2022;02090 - Secretaria Municipal de Educação;319004 - Contratação por Tempo Determinado;05/12/2022;44.242,24;44.242,24;44.242,24;0
7032;30/11/2022;02080 - Secretaria Municipal de Políticas Públicas;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;166;0;166;0
7031;30/11/2022;02080 - Secretaria Municipal de Políticas Públicas;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/12/2022;148;0;148;0
7030;30/11/2022;02150 - Secretaria Municipal de Comunicação;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;19.624,00;19.624,00;19.624,00;0
7029;30/11/2022;02080 - Secretaria Municipal de Políticas Públicas;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;18.324,00;18.324,00;18.324,00;0
7028;30/11/2022;02190 - Secretaria Municipal de Meio Ambiente;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;10.324,00;10.324,00;10.324,00;0
7027;30/11/2022;02180 - Secretaria Municipal de Políticas Públicas para as Mulheres;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;25.844,00;25.844,00;25.844,00;0
7026;30/11/2022;02170 - Secretaria Municipal de Cultura e Turismo;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;34.897,96;34.897,96;34.897,96;0
7025;30/11/2022;02110 - Secretaria Municipal de Juventude e Esporte;335041 - Contribuições;05/12/2022;15.000,00;15.000,00;12.000,00;3.000,00
7024;30/11/2022;02110 - Secretaria Municipal de Juventude e Esporte;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;10.236,00;10.236,00;10.236,00;0
7023;30/11/2022;02060 - Secretaria Municipal de Controle Social;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;28.749,43;28.749,43;28.749,43;0
7022;30/11/2022;02010 - Secretaria de Governo e Articulação Política;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;66.894,16;66.894,16;66.894,16;0
7021;30/11/2022;02010 - Secretaria de Governo e Articulação Política;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;41.000,00;41.000,00;41.000,00;0
7020;30/11/2022;02020 - Procuradoria Geral do Município;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;05/12/2022;23.252,32;23.252,32;23.252,32;0
