NUMERO;DATA;ORGAO;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO
1630;09/09/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;12/09/2022;230;230;230;0
1629;09/09/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;12/09/2022;230;230;230;0
1628;09/09/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;12/09/2022;230;230;230;0
1627;09/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/09/2022;936,65;936,65;936,65;0
1626;09/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/09/2022;4.700,00;4.700,00;4.700,00;0
1625;09/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/09/2022;900;900;900;0
1624;09/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/09/2022;936,65;936,65;936,65;0
1623;09/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/09/2022;936,65;936,65;936,65;0
1622;09/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;12/09/2022;3.598,49;3.598,49;3.598,49;0
1621;09/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;12/09/2022;25.668,57;25.668,57;25.668,57;0
1620;09/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;12/09/2022;56.808,61;56.808,61;56.808,61;0
1619;09/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;12/09/2022;17.123,73;17.123,73;17.123,73;0
1618;09/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;12/09/2022;25.446,28;25.446,28;25.446,28;0
1617;08/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;7.390,00;7.390,00;7.390,00;0
1616;08/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;1.271,00;1.271,00;1.271,00;0
1615;08/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;1.961,80;1.961,80;1.961,80;0
1614;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;58.300,00;0;0;0
1613;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;7.816,00;0;0;7.816,00
1612;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;114.942,00;102.781,10;87.229,56;27.712,44
1611;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;1.850,10;1.850,10;1.850,10;0
1610;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;51.713,90;45.815,30;32.404,06;19.309,84
1609;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;50.870,00;0;0;50.870,00
1608;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;25.065,00;0;0;25.065,00
1607;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;119.636,80;64.224,14;10.000,00;109.636,80
1606;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;16.677,50;0;0;16.677,50
1605;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;1.800,00;0;0;1.800,00
1604;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;3.874,00;0;0;3.874,00
1603;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;7.604,00;4.007,00;0;7.604,00
1602;06/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;1.080,00;1.080,00;1.080,00;0
1601;06/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;170.141,23;170.141,23;125.000,00;45.141,23
1600;06/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;53.200,00;53.200,00;7.000,00;46.200,00
1599;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;342.280,40;342.280,40;342.280,40;0
1598;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;28.470,00;28.470,00;28.470,00;0
1597;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;7.650,00;7.650,00;0;7.650,00
1596;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;48.600,00;6.375,00;6.375,00;42.225,00
1595;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;2.319,00;2.319,00;0;2.319,00
1594;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;3.085,00;3.085,00;0;3.085,00
1593;05/09/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;09/09/2022;5.191,00;5.191,00;0;5.191,00
1592;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;614,72;614,72;614,72;0
1591;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;76,27;76,27;0;76,27
1590;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;800;800;800;0
1589;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;76,27;76,27;0;76,27
1588;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;936,65;936,65;936,65;0
1587;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;197,23;197,23;197,23;0
1586;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.368,65;1.368,65;0;1.368,65
1585;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;770,41;770,41;770,41;0
1584;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;903,69;903,69;0;903,69
1583;05/09/2022;02130 - Fundo Municipal de Saúde;335039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.263,97;1.263,97;0;1.263,97
1582;05/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;195,68;195,68;195,68;0
1581;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;218,82;218,82;0;218,82
1580;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;218,82;0;0;218,82
1579;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.527,20;0;0;1.527,20
1578;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;15.611,00;15.611,00;0;15.611,00
1577;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;33.647,83;31.965,44;0;33.647,83
1576;02/09/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;09/09/2022;8.920,00;8.920,00;0;8.920,00
1575;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;936,65;936,65;936,65;0
1574;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.000,00;1.000,00;1.000,00;0
1573;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;936,65;936,65;936,65;0
1572;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;2.500,00;2.500,00;2.500,00;0
1571;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;3.100,00;3.100,00;3.100,00;0
1570;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.274,92;1.274,92;1.274,92;0
1569;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;1.000,00;1.000,00;1.000,00;0
1568;02/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;09/09/2022;4.725,00;4.725,00;4.725,00;0
1567;01/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/09/2022;452,5;452,5;452,5;0
1566;01/09/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/09/2022;1.231,54;1.231,54;1.231,54;0
1565;31/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;02/09/2022;400;400;400;0
1564;31/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;02/09/2022;500;500;500;0
1563;31/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;02/09/2022;13.439,97;13.439,97;13.439,97;0
1562;31/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;02/09/2022;9.739,44;9.739,44;9.739,44;0
1561;31/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;02/09/2022;9.990,00;9.810,00;0;9.990,00
1560;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;60,5;60,5;60,5;0
1559;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;5.200,00;5.200,00;0;5.200,00
1558;30/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;01/09/2022;219.464,52;219.464,52;219.464,52;0
1557;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;483,2;483,2;483,2;0
1556;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;898,4;898,4;898,4;0
1555;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;79,25;79,25;79,25;0
1554;30/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;01/09/2022;395.421,23;395.421,23;395.421,23;0
1553;30/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;01/09/2022;44.050,63;44.050,63;44.050,63;0
1552;30/08/2022;02130 - Fundo Municipal de Saúde;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;01/09/2022;151.172,94;151.172,94;151.172,94;0
1551;30/08/2022;02130 - Fundo Municipal de Saúde;335041 - Contribuições;01/09/2022;43.000,00;43.000,00;43.000,00;0
1550;30/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;20,9;20,9;20,9;0
1549;29/08/2022;02130 - Fundo Municipal de Saúde;449051 - Obras e Instalações;01/09/2022;93.313,37;93.313,37;93.313,37;0
1548;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;3.000,00;3.000,00;3.000,00;0
1547;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;1.450,00;1.450,00;1.450,00;0
1546;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;710;710;710;0
1545;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;160;160;160;0
1544;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;800;800;800;0
1543;29/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/09/2022;800;800;800;0
1542;26/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;200;200;200;0
1541;26/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;14.550,00;14.550,00;14.550,00;0
1540;26/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;29/08/2022;2.160,00;2.160,00;2.160,00;0
1539;26/08/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;29/08/2022;150;150;150;0
1538;26/08/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;29/08/2022;150;150;150;0
1537;26/08/2022;02130 - Fundo Municipal de Saúde;339014 - Diárias - Civil;29/08/2022;230;230;230;0
1536;26/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;150;150;150;0
1535;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;1.500,00;1.500,00;1.500,00;0
1534;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1533;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;614,72;614,72;614,72;0
1532;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1531;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1530;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1529;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1528;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;714,82;714,82;714,82;0
1527;25/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;659,71;659,71;659,71;0
1526;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;936,65;936,65;936,65;0
1525;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;271,37;271,37;271,37;0
1524;24/08/2022;02130 - Fundo Municipal de Saúde;335041 - Contribuições;29/08/2022;40.000,00;40.000,00;40.000,00;0
1523;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;790,25;790,25;790,25;0
1522;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;435,58;435,58;435,58;0
1521;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;29/08/2022;136;136;136;0
1520;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;3.000,00;3.000,00;3.000,00;0
1519;24/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;1.500,00;1.500,00;1.500,00;0
1518;23/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;136;0;0;0
1517;23/08/2022;02130 - Fundo Municipal de Saúde;339047 - Obrigações Tributárias e Contributivas;25/08/2022;8.417,69;8.417,69;8.417,69;0
1516;23/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;1.200,00;1.200,00;1.200,00;0
1515;19/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;1.200,00;1.200,00;1.200,00;0
1514;19/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;1.400,00;1.400,00;1.400,00;0
1513;19/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;178,04;178,04;178,04;0
1512;19/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/08/2022;7.000,00;7.000,00;7.000,00;0
1511;18/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;22/08/2022;18.408,43;18.408,43;0;18.408,43
1510;18/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;22/08/2022;15.780,45;15.780,45;0;15.780,45
1509;18/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;22/08/2022;5.811,15;5.811,15;0;5.811,15
1508;18/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/08/2022;2.650,00;2.650,00;2.650,00;0
1507;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;19/08/2022;14.580,00;14.580,00;10.000,00;4.580,00
1506;17/08/2022;02130 - Fundo Municipal de Saúde;449052 - Equipamentos e Material Permanente;19/08/2022;31.200,00;31.200,00;0;31.200,00
1505;17/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;19/08/2022;35.258,88;35.258,88;35.258,88;0
1504;17/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;19/08/2022;61.836,28;0;0;0
1503;17/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;19/08/2022;79.213,42;0;0;0
1502;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/08/2022;12.150,00;12.150,00;12.150,00;0
1501;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/08/2022;99,29;99,29;99,29;0
1500;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/08/2022;45,3;45,3;45,3;0
1499;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/08/2022;126,22;126,22;126,22;0
1498;17/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/08/2022;46,62;46,62;46,62;0
1497;17/08/2022;02130 - Fundo Municipal de Saúde;449052 - Equipamentos e Material Permanente;18/08/2022;338.000,00;338.000,00;338.000,00;0
1496;16/08/2022;02130 - Fundo Municipal de Saúde;335041 - Contribuições;17/08/2022;38.000,00;38.000,00;38.000,00;0
1495;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;614,72;614,72;614,72;0
1494;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;614,72;614,72;614,72;0
1493;15/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;16/08/2022;25.292,92;25.292,92;20.000,00;5.292,92
1492;15/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;16/08/2022;35.068,62;35.068,62;0;35.068,62
1491;15/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;16/08/2022;39.042,36;39.042,36;0;39.042,36
1490;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;3.250,00;3.250,00;0;3.250,00
1489;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;500;500;500;0
1488;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;1.250,00;1.250,00;1.250,00;0
1487;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;5.521,10;5.521,10;5.521,10;0
1486;15/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;16/08/2022;2.340,00;2.340,00;0;2.340,00
1485;15/08/2022;02130 - Fundo Municipal de Saúde;339030 - Material de Consumo;16/08/2022;25.610,00;25.610,00;25.610,00;0
1484;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;9.990,00;9.990,00;9.990,00;0
1483;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;2.000,00;2.000,00;2.000,00;0
1482;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;3.200,00;3.200,00;3.200,00;0
1481;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;4.000,00;4.000,00;4.000,00;0
1480;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;1.500,00;1.500,00;1.500,00;0
1479;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;2.700,00;2.700,00;2.700,00;0
1478;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;1.513,33;1.513,33;1.513,33;0
1477;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;2.400,00;2.400,00;2.400,00;0
1476;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;1.700,00;1.700,00;1.700,00;0
1475;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;51.787,74;51.787,74;0;0
1474;15/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;98.484,45;98.484,45;0;0
1473;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1472;15/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1471;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.100,00;1.100,00;1.100,00;0
1470;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.100,00;1.100,00;1.100,00;0
1468;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.100,00;1.100,00;1.100,00;0
1466;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.100,00;1.100,00;1.100,00;0
1465;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.100,00;1.100,00;1.100,00;0
1464;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1463;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1462;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1461;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1460;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1458;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1456;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1455;12/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;16/08/2022;6.000,00;6.000,00;6.000,00;0
1452;12/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/08/2022;1.400,00;1.400,00;1.400,00;0
1447;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.500,00;1.500,00;1.500,00;0
1446;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.500,00;1.500,00;1.500,00;0
1445;12/08/2022;02130 - Fundo Municipal de Saúde;339093 - Indenizações e Restituições;16/08/2022;1.500,00;1.500,00;1.500,00;0
1441;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;2.809,95;2.809,95;2.809,95;0
1440;11/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;12/08/2022;2.200,00;2.200,00;2.200,00;0
1439;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;42.000,00;42.000,00;42.000,00;0
1438;11/08/2022;02130 - Fundo Municipal de Saúde;339036 - Outros Serviços de Terceiros - Pessoa Física;12/08/2022;10.000,00;10.000,00;10.000,00;0
1437;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;936,65;936,65;936,65;0
1436;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;936,65;936,65;936,65;0
1435;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;936,65;936,65;936,65;0
1434;11/08/2022;02130 - Fundo Municipal de Saúde;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/08/2022;2.160,00;2.160,00;2.160,00;0
